album,year,number,title,lyric,,
,,Speak Now,Ours,And any snide remarks from my father about your tattoos will be ignored,30,2010
,,Speak Now,Ours,'Cause my heart is yours,31,2010
,,Speak Now,Ours,So don't you worry your pretty little mind,32,2010
,,Speak Now,Ours,People throw rocks at things that shine,33,2010
,,Speak Now,Ours,And life makes love look hard,34,2010
,,Speak Now,Ours,Don't you worry your pretty little mind,35,2010
,,Speak Now,Ours,People throw rocks at things that shine,36,2010
,,Speak Now,Ours,But they can't take what's ours,37,2010
,,Speak Now,Ours,They can't take what's ours,38,2010
,,Speak Now,Ours,"The stakes are high, the water's rough",39,2010
,,Speak Now,Ours,But this love is ours,40,2010
,,Speak Now,If This Was a Movie,Last night I heard my own heart beating,1,2010
,,Speak Now,If This Was a Movie,Sounded like footsteps on my stairs,2,2010
,,Speak Now,If This Was a Movie,Six months gone and I'm still reaching,3,2010
,,Speak Now,If This Was a Movie,Even though I know you're not there,4,2010
,,Speak Now,If This Was a Movie,"I was playing back a thousand memories, baby",5,2010
,,Speak Now,If This Was a Movie,Thinkin' 'bout everything we've been through,6,2010
,,Speak Now,If This Was a Movie,Maybe I've been going back too much lately,7,2010
,,Speak Now,If This Was a Movie,When time stood still and I had you,8,2010
,,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",9,2010
,,Speak Now,If This Was a Movie,"You would, you would if this was a movie",10,2010
,,Speak Now,If This Was a Movie,Stand in the rain outside till I came out,11,2010
,,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",12,2010
,,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",13,2010
,,Speak Now,If This Was a Movie,I know that we could work it out somehow,14,2010
,,Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,15,2010
,,Speak Now,If This Was a Movie,I know people change and these things happen,16,2010
,,Speak Now,If This Was a Movie,But I remember how it was back then,17,2010
,,Speak Now,If This Was a Movie,Wrapped up in your arms and our friends were laughing,18,2010
,,Speak Now,If This Was a Movie,Cause nothing like this ever happened to them,19,2010
,,Speak Now,If This Was a Movie,"Now I'm pacing down the hall, chasing down your street",20,2010
,,Speak Now,If This Was a Movie,Flashback to the night when you said to me,21,2010
,,Speak Now,If This Was a Movie,"""Nothing's gonna change, not for me and you""",22,2010
,,Speak Now,If This Was a Movie,Not before I knew how much I had to lose,23,2010
,,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",24,2010
,,Speak Now,If This Was a Movie,"You would, you would if this was a movie",25,2010
,,Speak Now,If This Was a Movie,Stand in the rain outside till I came out,26,2010
,,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",27,2010
,,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",28,2010
,,Speak Now,If This Was a Movie,I know that we could work it out somehow,29,2010
,,Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,30,2010
,,Speak Now,If This Was a Movie,"If you're out there, if you're somewhere, if you're moving on",31,2010
,,Speak Now,If This Was a Movie,I've been waiting for you ever since you've been gone,32,2010
,,Speak Now,If This Was a Movie,I just want it back the way it was before,33,2010
,,Speak Now,If This Was a Movie,And I just want to see you back at my front door,34,2010
,,Speak Now,If This Was a Movie,"And I say ""Come back, come back, come back to me like",35,2010
,,Speak Now,If This Was a Movie,You would before you said it's not that easy,36,2010
,,Speak Now,If This Was a Movie,"Before the fight, before I locked you out""",37,2010
,,Speak Now,If This Was a Movie,But I take it all back now,38,2010
,,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",39,2010
,,Speak Now,If This Was a Movie,"You would, you would if this was a movie",40,2010
,,Speak Now,If This Was a Movie,Stand in the rain outside till I came out,41,2010
,,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",42,2010
,,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",43,2010
,,Speak Now,If This Was a Movie,I know that we could work it out somehow,44,2010
,,Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,45,2010
,,Speak Now,If This Was a Movie,You'd be here by now,46,2010
,,Speak Now,If This Was a Movie,It's not the kind of ending you want to see now,47,2010
,,Speak Now,If This Was a Movie,"Baby, what about the ending?",48,2010
,,Speak Now,If This Was a Movie,"Oh, I thought you'd be here by now",49,2010
,,Speak Now,If This Was a Movie,Thought you'd be here by now,50,2010
,,Speak Now,Superman,"Tall, dark, and superman",1,2010
,,Speak Now,Superman,He puts papers in his briefcase and drives away,2,2010
,,Speak Now,Superman,To save the world or go to work,3,2010
,,Speak Now,Superman,It's the same thing to me,4,2010
,,Speak Now,Superman,"He's got his mother's eyes, his father's ambition",5,2010
,,Speak Now,Superman,I wonder if he knows how much that I miss him,6,2010
,,Speak Now,Superman,"I hang on every word you say, yay",7,2010
,,Speak Now,Superman,"And you smile and say, ""How are you?”",8,2010
,,Speak Now,Superman,"I say, ""Just fine""",9,2010
,,Speak Now,Superman,"I always forget to tell you, I love you, I love you forever",10,2010
,,Speak Now,Superman,I watch superman fly away,11,2010
,,Speak Now,Superman,You've got a busy day today,12,2010
,,Speak Now,Superman,"Go save the world, I'll be around",13,2010
,,Speak Now,Superman,I watch superman fly away,14,2010
,,Speak Now,Superman,Come back I'll be with you someday,15,2010
,,Speak Now,Superman,I'll be right here on the ground,16,2010
,,Speak Now,Superman,When you come back down,17,2010
,,Speak Now,Superman,"Tall, dark and beautiful",18,2010
,,Speak Now,Superman,"He's complicated, he's irrational",19,2010
,,Speak Now,Superman,"But I hope someday you'll take me away and save the day, yeah",20,2010
,,Speak Now,Superman,Something in his deep brown eyes has me sayin',21,2010
,,Speak Now,Superman,He's not all bad like his reputation,22,2010
,,Speak Now,Superman,And I can't hear one single word they say,23,2010
,,Speak Now,Superman,"And you'll leave, got places to be and I'll be OK",24,2010
,,Speak Now,Superman,"I always forget to tell you I love you, I loved you from the very first day",25,2010
,,Speak Now,Superman,I watch superman fly away,26,2010
,,Speak Now,Superman,You've got a busy day today,27,2010
,,Speak Now,Superman,"Go save the world, I'll be around",28,2010
,,Speak Now,Superman,I watch superman fly away,29,2010
,,Speak Now,Superman,Come back I'll be with you someday,30,2010
,,Speak Now,Superman,I'll be right here on the ground,31,2010
,,Speak Now,Superman,When you come back down,32,2010
,,Speak Now,Superman,And I watch you fly around the world,33,2010
,,Speak Now,Superman,And I hope you don't save some other girl,34,2010
,,Speak Now,Superman,"Don't forget, don't forget about me",35,2010
,,Speak Now,Superman,I'm far away but I never let you go,36,2010
,,Speak Now,Superman,I'm love-struck and looking out the window,37,2010
,,Speak Now,Superman,"Don't forget, don't forget where I'll be",38,2010
,,Speak Now,Superman,Right here wishing the flowers were from you,39,2010
,,Speak Now,Superman,Wishing the card was from you,40,2010
,,Speak Now,Superman,Wishing the call was from you,41,2010
,,Speak Now,Superman,'Cause I loved you from the very first day,42,2010
,,Speak Now,Superman,I watch superman fly away,43,2010
,,Speak Now,Superman,You've got a busy day today,44,2010
,,Speak Now,Superman,"Go save the world, I'll be around",45,2010
,,Speak Now,Superman,Forever and ever here,46,2010
,,Speak Now,Superman,I watch superman fly away,47,2010
,,Speak Now,Superman,I swear I'll be with you someday,48,2010
,,Speak Now,Superman,I'll be right here on the ground,49,2010
,,Speak Now,Superman,When you come back down,50,2010
,,Speak Now,Superman,"La, la, la, la, la, la",51,2010
,,Speak Now,Superman,"La, la, la, la, la, la",52,2010
,,Speak Now,Superman,When you come back down,53,2010
,,Red,State of Grace,I'm walking fast through the traffic lights,1,2012
,,Red,State of Grace,Busy streets and busy lives,2,2012
,,Red,State of Grace,And all we know is touch and go,3,2012
,,Red,State of Grace,We are alone with our changing minds,4,2012
,,Red,State of Grace,"We fall in love till it hurts or bleeds, or fades in time",5,2012
,,Red,State of Grace,And I never saw you coming,6,2012
,,Red,State of Grace,And I'll never be the same,7,2012
,,Red,State of Grace,You come around and the armor falls,8,2012
,,Red,State of Grace,Pierce the room like a cannon ball,9,2012
,,Red,State of Grace,"Now all we know, is don't let go",10,2012
,,Red,State of Grace,We are alone just you and me,11,2012
,,Red,State of Grace,Up in your room and our slates are clean,12,2012
,,Red,State of Grace,"Just twin fire signs, four blue eyes",13,2012
,,Red,State of Grace,So you were never a saint,14,2012
,,Red,State of Grace,And I've loved in shades of wrong,15,2012
,,Red,State of Grace,We learn to live with the pain,16,2012
,,Red,State of Grace,Mosaic broken hearts,17,2012
,,Red,State of Grace,But this love is brave and wild,18,2012
,,Red,State of Grace,And I never saw you coming,19,2012
,,Red,State of Grace,And I'll never be the same,20,2012
,,Red,State of Grace,This is a state of grace,21,2012
,,Red,State of Grace,This is the worthwhile fight,22,2012
,,Red,State of Grace,Love is a ruthless game,23,2012
,,Red,State of Grace,Unless you play it good and right,24,2012
,,Red,State of Grace,These are the hands of fate,25,2012
,,Red,State of Grace,You're my Achilles heel,26,2012
,,Red,State of Grace,This is the golden age of something good,27,2012
,,Red,State of Grace,And right and real,28,2012
,,Red,State of Grace,And I never saw you coming,29,2012
,,Red,State of Grace,And I'll never be the same,30,2012
,,Red,State of Grace,And I never saw you coming,31,2012
,,Red,State of Grace,And I'll never be the same,32,2012
,,Red,State of Grace,This is a state of grace,33,2012
,,Red,State of Grace,This is a worthwhile fight,34,2012
,,Red,State of Grace,Love is a ruthless game,35,2012
,,Red,State of Grace,Unless you play it good and right,36,2012
,,Red,Red,Loving him is like driving a new Maserati,1,2012
,,Red,Red,Down a dead-end street,2,2012
,,Red,Red,"Faster than the wind, passionate as sin",3,2012
,,Red,Red,Ending so suddenly,4,2012
,,Red,Red,Loving him is like trying to change your mind,5,2012
,,Red,Red,Once you're already flying through the free fall,6,2012
,,Red,Red,"Like the colors in autumn, so bright",7,2012
,,Red,Red,Just before they lose it all,8,2012
,,Red,Red,Losing him was blue like I'd never known,9,2012
,,Red,Red,"Missing him was dark grey, all alone",10,2012
,,Red,Red,Forgetting him was like trying to know somebody you never met,11,2012
,,Red,Red,But loving him was red,12,2012
,,Red,Red,Touching him was like realizing all you ever wanted,13,2012
,,Red,Red,Was right there in front of you,14,2012
,,Red,Red,Memorizing him was as easy as knowing,15,2012
,,Red,Red,All the words to your old favorite song,16,2012
,,Red,Red,Fighting with him was like trying to solve a crossword,17,2012
,,Red,Red,And realizing there's no right answer,18,2012
,,Red,Red,Regretting him was like wishing you never found out,19,2012
,,Red,Red,That love could be that strong,20,2012
,,Red,Red,Losing him was blue like I'd never known,21,2012
,,Red,Red,"Missing him was dark grey, all alone",22,2012
,,Red,Red,Forgetting him was like trying to know somebody you never met,23,2012
,,Red,Red,But loving him was red,24,2012
,,Red,Red,Remembering him comes in flashbacks and echoes,25,2012
,,Red,Red,"Tell myself it's time now, gotta let go",26,2012
,,Red,Red,But moving on from him is impossible,27,2012
,,Red,Red,When I still see it all in my head,28,2012
,,Red,Red,In burning red,29,2012
,,Red,Red,Loving him was red,30,2012
,,Red,Red,Losing him was blue like I'd never known,31,2012
,,Red,Red,"Missing him was dark grey, all alone",32,2012
,,Red,Red,Forgetting him was like trying to know somebody you never met,33,2012
,,Red,Red,But loving him was red,34,2012
,,Red,Red,And that's why he's spinning 'round in my head,35,2012
,,Red,Red,"Comes back to me, burning red",36,2012
,,Red,Red,"Yeah, yeah",37,2012
,,Red,Red,His love was like driving a new Maserati down a dead-end street,38,2012
,,Red,Treacherous,Put your lips close to mine,1,2012
,,Red,Treacherous,As long as they don't touch,2,2012
,,Red,Treacherous,"Out of focus, eye to eye",3,2012
,,Red,Treacherous,Till the gravity's too much,4,2012
,,Red,Treacherous,And I'll do anything you say,5,2012
,,Red,Treacherous,If you say it with your hands,6,2012
,,Red,Treacherous,And I'd be smart to walk away,7,2012
,,Red,Treacherous,But you're quick sand,8,2012
,,Red,Treacherous,This slope is treacherous,9,2012
,,Red,Treacherous,This path is reckless,10,2012
,,Red,Treacherous,This slope is treacherous,11,2012
,,Red,Treacherous,And I I I like it,12,2012
,,Red,Treacherous,I can't decide if it's a choice,13,2012
,,Red,Treacherous,Getting swept away,14,2012
,,Red,Treacherous,I hear the sound of my own voice,15,2012
,,Red,Treacherous,Asking you to stay,16,2012
,,Red,Treacherous,And all we are is skin and bone trained to get along,17,2012
,,Red,Treacherous,Forever going with the flow but you're friction,18,2012
,,Red,Treacherous,This slope is treacherous,19,2012
,,Red,Treacherous,This path is reckless,20,2012
,,Red,Treacherous,This slope is treacherous,21,2012
,,Red,Treacherous,And I I I like it,22,2012
,,Red,Treacherous,Two headlights shine through the sleepless night,23,2012
,,Red,Treacherous,And I will get you get you alone,24,2012
,,Red,Treacherous,Your name has echoed through my mind,25,2012
,,Red,Treacherous,And I just think you should think you should know,26,2012
,,Red,Treacherous,That nothing safe is worth the drive,27,2012
,,Red,Treacherous,"And I will follow you follow you home, follow you follow you home",28,2012
,,Red,Treacherous,This hope is treacherous,29,2012
,,Red,Treacherous,This daydream is dangerous,30,2012
,,Red,Treacherous,This slope is treacherous,31,2012
,,Red,Treacherous,"And I-I-I, I-I-I, I-I-I",32,2012
,,Red,Treacherous,Two headlights shine through the sleepless night,33,2012
,,Red,Treacherous,And I will get you get you alone,34,2012
,,Red,Treacherous,Your name has echoed through my mind,35,2012
,,Red,Treacherous,And I just think you should think you should know,36,2012
,,Red,Treacherous,That nothing safe is worth the drive,37,2012
,,Red,Treacherous,"And I will follow you follow you home, follow you follow you home",38,2012
,,Red,Treacherous,This hope is treacherous,39,2012
,,Red,Treacherous,This daydream is dangerous,40,2012
,,Red,Treacherous,This hope is treacherous,41,2012
